Магазин,Файл,Дата заказа,Товар,Количество,Единица,Вес единицы,Цена за единицу (BYN),Итого (BYN)
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Перец болгарский 1кг,1.374,кг,1.0,8.49,11.67
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Мандарин 1кг,1.565,кг,1.0,7.27,11.38
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Виноград черный ""КИШМИШ"" 1 кг",1.18,кг,1.0,8.99,10.61
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Салат""АЙСБЕРГ""1кг",0.734,кг,1.0,12.79,9.39
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",3.0,л,0.93,3.12,9.36
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Шпроты 160г,2.0,г,160.0,4.49,8.98
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Кетчуп""МАХЕЕВЪ""(шашлычный)700г",1.0,г,700.0,8.05,8.05
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Груша""КОМИС""1кг",0.995,кг,1.0,7.38,7.34
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Мука пшеничная 2кг,2.395,кг,2.0,2.99,7.16
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Томат розовый (Беларусь)1кг,0.975,кг,1.0,6.99,6.82
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Яблоко ""РЕД ЧИФ"" РБ 1кг",1.151,кг,1.0,5.45,6.27
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Картофель фас АгроБуМа 1кг,3.302,кг,1.0,1.85,6.11
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Морковь мытая""АГРОЛАЙН""(фасован)1кг",2.464,кг,1.0,2.39,5.89
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Банан 1кг,1.155,кг,1.0,4.99,5.76
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Лук репчатый (фас.) 1 кг,2.44,кг,1.0,2.34,5.71
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Слива синяя 1кг,0.786,кг,1.0,6.69,5.26
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Чипсы""МИРА""(картоф.Белорусские,лук)200г",1.0,г,200.0,5.15,5.15
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Огурцы марин.""GUSTO""(пикули)340г",1.0,г,340.0,4.81,4.81
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Мармелад жевательный 150г,2.0,г,150.0,1.89,3.78
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Йогурт греческий 2% 140г,2.0,г,140.0,1.69,3.38
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Лимон 1кг,0.41,кг,1.0,8.09,3.32
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Хлебцы""ПОЛОЦКИЕ""(экстр,ржан.с чесн)80г",2.0,г,80.0,1.45,2.9
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Хлебцы""ПОЛОЦКИЕ""(экстр,бородинские)80г",2.0,г,80.0,1.29,2.58
edostavka,Check-000045.pdf,2025-09-19 23:10:06,"Хлебцы""ПОЛОЦКИЕ""(экстр,ржаные новые)80г",2.0,г,80.0,1.19,2.38
edostavka,Check-000045.pdf,2025-09-19 23:10:06,Печенье песочное 200г,1.0,г,200.0,1.75,1.75
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Сыр п/тв.""МОЦАРЕЛЛА ГОЛД""40%(в/у)400г",2.0,г,400.0,10.3,20.6
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Кетчуп томатный 500г,4.0,г,500.0,4.98,19.92
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Сметана 30% 350г,3.0,г,350.0,5.5,16.5
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Кукуруза конс.""GREEN RAY""(б/сахар)425 мл",3.0,л,425.0,5.38,16.14
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Сыр полутвердый 45% 200г,3.0,г,200.0,4.85,14.55
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Яйцо куриное ""OMEGGA3"" (С-1, 10 шт)",4.0,шт,10.0,3.63,14.52
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Виноград черный 1кг,1.765,кг,1.0,7.99,14.1
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Перец красный ""ПОРТЕКО"" 1 кг",1.964,кг,1.0,7.02,13.79
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Сардельки""РИМСКИЕ""(в/с,цб,в/у)390г",2.0,г,390.0,6.71,13.42
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Филе большое цыпленка бройлера охлажденное ""ПЕТРУХА""(фасованое)850г",1.0,г,850.0,13.19,13.19
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Рис круглозерный 800г,4.0,г,800.0,3.03,12.12
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Фарш свинина-курица (заморож)1/500,1.0,шт,500.0,11.99,11.99
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Масло сл/сл""СЛАВ.ТРАДИЦИИ""82.5%,180г",2.0,г,180.0,5.63,11.26
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Творог 9% 200г,3.0,г,200.0,2.37,7.11
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Молоко""МОЛОЧНЫЙ МИР""2.5%(у/пас,ПЭТ)1.45л",2.0,л,1.45,3.33,6.66
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",2.0,л,1.0,3.06,6.12
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Пряники медовые 200г,3.0,г,200.0,1.99,5.97
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Вафли""ВОСТОЧНЫЕ""(микс)210г",1.0,г,210.0,5.88,5.88
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Банан (2категория)1кг уценка,1.222,кг,,4.39,5.36
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Йогурт""TEOS""2%(греческ,черника)250г",2.0,г,250.0,2.67,5.34
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Баклажан грунтовой 1 кг,0.941,кг,1.0,5.49,5.17
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",3.0,г,140.0,1.67,5.01
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Вафли""СПАРТАК""(Черноморские ф/пак)216г",1.0,г,216.0,3.85,3.85
edostavka,Check-000046.pdf,2025-09-23 21:42:41,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",2.0,г,140.0,1.67,3.34
edostavka,Check-000046.pdf,2025-09-23 21:42:41,Капуста белокочанная(урожай 2025)РБ 1кг,2.255,кг,1.0,0.91,2.05
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Вареники""БАБУШКА АНЯ""(с творогом)430г",3.0,г,430.0,4.55,13.65
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Сардельки""РИМСКИЕ""(в/с,цб,в/у)390г",2.0,г,390.0,6.73,13.46
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Огурцы марин.""VELES"" (целые,6-9см)700г",2.0,г,,6.13,12.26
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",4.0,л,1.0,3.05,12.2
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Сыр твор.""BONFESTO КРЕМЧИЗ""70%,500г",1.0,г,500.0,12.05,12.05
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Тыква Сампсон F1, 1кг",2.63,кг,1.0,3.79,9.97
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Молоко""ЗДРАВУШКА""3.2%(паст,ПЭТ)0.93 л",3.0,л,0.93,2.9,8.7
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Горошек зел.конс. ""GUSTO"" (ст/б) 460г",2.0,г,460.0,3.93,7.86
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Перец горошек""GURMINA""(душистый)20г",1.0,г,20.0,4.45,4.45
edostavka,Check-000047.pdf,2025-10-04 19:57:36,Картофель фас АгроБуМа 1кг,1.988,кг,1.0,1.79,3.56
edostavka,Check-000047.pdf,2025-10-04 19:57:36,Творог 18% 200г,1.0,г,200.0,2.89,2.89
edostavka,Check-000047.pdf,2025-10-04 19:57:36,Молоко 2.5% 1л,0.93,л,1.0,2.89,2.69
edostavka,Check-000047.pdf,2025-10-04 19:57:36,"Батон нарез.""ДЛЯ ВАШЕЙ СЕМЬИ""(в/с)240г",2.0,г,240.0,1.19,2.38
edostavka,Check-000047.pdf,2025-10-04 19:57:36,Чеснок 1кг,0.22,кг,1.0,8.35,1.84
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Яйцо куриное (С-0,х10)",4.0,шт,,3.7,14.8
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Творог""ЗДРАВУШКА""9%,200г",6.0,г,200.0,2.38,14.28
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Филе большое цыпленка бройлера охлажденное ""ПЕТРУХА""(фасованое)850г",1.0,г,850.0,13.17,13.17
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",4.0,л,1.0,3.05,12.2
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Молоко""ЗДРАВУШКА""3.2%(паст,ПЭТ)0.93 л",4.0,л,0.93,2.9,11.6
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Вареники""БАБУШКА АНЯ""(с творогом)430г",2.0,г,430.0,4.55,9.1
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Кекс с шоколадной крошкой ""ОТ ШЕФА"" 320г",1.0,г,320.0,8.19,8.19
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Вафли""СПАРТАК""(Черноморские ф/пак)216г",2.0,г,216.0,3.84,7.68
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Сливки""РОГАЧЕВЪ""20% (питьев.стерил)0.2л",3.0,л,0.2,2.49,7.47
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Виноград""КИШМИШ""1кг",1.186,кг,1.0,5.96,7.07
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Сардельки""РИМСКИЕ""(в/с,цб,в/у)390г",1.0,г,390.0,6.73,6.73
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Шампиньоны б/зам. (резаные)1кг,1.1,кг,1.0,6.09,6.7
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Банан 1кг,1.146,кг,1.0,5.79,6.64
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Набор пирожных""ИТ МИ""(эклер.с помад)225г",1.0,г,225.0,6.49,6.49
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Баклажан грунтовой 1 кг,0.943,кг,1.0,6.29,5.93
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Яблоки сорт ""ПАМЯТИ СЮБАРОВОЙ"" 1 кг",1.247,кг,1.0,4.68,5.84
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Салат""GUSTO""(морковь по-корей)850г",1.0,г,850.0,5.69,5.69
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Картофель фас АгроБуМа 1кг,2.937,кг,1.0,1.79,5.26
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Колечки""ПОСОЛЬСКИЕ""(с морск.солью)500г",1.0,г,500.0,4.85,4.85
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Кабачок 1кг,0.718,кг,1.0,6.29,4.52
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Яблоко ""БЕЛОРУССКОЕ СЛАДКОЕ""РБ 1кг",1.158,кг,1.0,3.85,4.46
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Печенье сахарное 250г,2.0,г,250.0,2.15,4.3
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Лук зеленый(свежий)70 г,1.0,г,70.0,2.59,2.59
edostavka,Check-000048.pdf,2025-10-09 06:47:40,"Слойка ""СЛИВОЧНАЯ С МАКОМ"" 75г",1.0,г,75.0,2.39,2.39
edostavka,Check-000048.pdf,2025-10-09 06:47:40,Пирожное эклер 80г,1.0,г,80.0,1.85,1.85
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,3.11,12.44
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",4.0,л,1.0,3.05,12.2
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Огурцы марин.""VELES"" (целые,6-9см)700г",2.0,г,,6.06,12.12
edostavka,Check-000049.pdf,2025-10-16 23:50:24,Фарш свинина-курица (заморож)1/500,1.0,шт,500.0,11.99,11.99
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Масло сл/сл""СЛАВ.ТРАДИЦИИ""82.5%,180г",2.0,г,180.0,5.61,11.22
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Мак.изд""BARILLA""(филини вермичелли)450г",2.0,г,450.0,4.73,9.46
edostavka,Check-000049.pdf,2025-10-16 23:50:24,Фарш куриный 500г,1.0,г,500.0,8.99,8.99
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Пирожное ""ЭКЛЕР ИТ МИ"" (масл/вар.сг)250г",1.0,г,250.0,8.39,8.39
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Вафли""СПАРТАК""(Черноморские ф/пак)216г",2.0,г,216.0,3.84,7.68
edostavka,Check-000049.pdf,2025-10-16 23:50:24,Дыня 1кг (1.8-2.0 кг),2.79,кг,1.0,2.49,6.95
edostavka,Check-000049.pdf,2025-10-16 23:50:24,Банан 1кг,1.203,кг,1.0,5.59,6.72
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Кетчуп""МАХЕЕВЪ""(Татарский)500г",1.0,г,500.0,5.95,5.95
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Вафли""ВОСТОЧНЫЕ""(микс)210г",1.0,г,210.0,5.86,5.86
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Мак. изд.""BARILLA""(пенне ригате) 450г",1.0,г,450.0,5.49,5.49
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Кукуруза конс.""GREEN RAY""(б/сахар)425 мл",1.0,л,425.0,5.27,5.27
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Яблоко""СЯБРИНА""РБ(65+,1 кат)1кг",1.166,кг,,4.49,5.24
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Мак.изд""BARILLA""(джирандоле)450г",1.0,г,450.0,4.73,4.73
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Мак.изд""BARILLA""(ризони) 450г",1.0,г,450.0,4.73,4.73
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Мак.изд""BARILLA""(пипе ригате) 450г",1.0,г,450.0,4.73,4.73
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Мак.изд""BARILLA""(киффери ригате)450г",1.0,г,450.0,4.73,4.73
edostavka,Check-000049.pdf,2025-10-16 23:50:24,"Батон нарез.""ДЛЯ ВАШЕЙ СЕМЬИ""(в/с)240г",2.0,г,240.0,1.19,2.38
edostavka,Check-000049.pdf,2025-10-16 23:50:24,Творожок детский 100г,2.0,г,100.0,1.06,2.12
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Сыр полутвердый 45% 200г,4.0,г,200.0,4.85,19.4
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Сардельки""РИМСКИЕ""(в/с,цб,в/у)390г",2.0,г,390.0,6.73,13.46
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Филе большое цыпленка бройлера охлажденное ""ПЕТРУХА""(фасованое)850г",1.0,г,850.0,13.17,13.17
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,3.11,12.44
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Творог зерненый 5% 200г,4.0,г,200.0,2.55,10.2
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Макароны спиральки 400г,3.0,г,400.0,3.29,9.87
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Огурец колючий (45+)1кг,1.084,кг,1.0,8.99,9.75
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Мандарин 1 кг,0.655,кг,1.0,14.09,9.23
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Сок яблочный 1л,2.013,л,1.0,3.99,8.03
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Каша молочная 250г,2.0,г,250.0,3.85,7.7
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Яйцо куриное (С-0,х10)",2.0,шт,,3.7,7.4
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Картофель мытый (фас)1кг РБ,2.5,кг,1.0,2.69,6.73
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.67,6.68
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Яблоко ""ГОЛДЕН ДЕЛИШЕС"" (фас) РБ1кг",0.95,кг,1.0,6.99,6.64
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Набор пирожных""ИТ МИ""(эклер.с помад)225г",1.0,г,225.0,6.49,6.49
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",2.0,л,1.0,3.05,6.1
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Огурцы марин.""VELES"" (целые,6-9см)700г",1.0,г,,5.99,5.99
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Масло сл/сл""СЛАВ.ТРАДИЦИИ""82.5%,180г",1.0,г,180.0,5.61,5.61
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Яблоко ПАМЯТИ КОВАЛЕНКО 1 кг,1.183,кг,1.0,4.59,5.43
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",3.0,г,140.0,1.67,5.01
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Гранат 1 кг,0.407,кг,1.0,10.99,4.47
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Сметана ""ЗДРАВУШКА""24% (пленка)400г",1.0,г,400.0,4.06,4.06
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Крупа манная""СТОЛ.МЕЛЬНИЦА""(бум.пак)1кг",2.0,кг,1.0,2.02,4.04
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Вафли""СПАРТАК""(Черноморские ф/пак)216г",1.0,г,216.0,3.84,3.84
edostavka,Check-000050.pdf,2025-10-25 21:34:33,Мыло туалетное 100г,3.0,г,100.0,1.19,3.57
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Мука пшен.""ЛИДСКАЯ""(М54-28 в/с)2кг",1.0,кг,,3.45,3.45
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Морковь мытая (урожай 2025) РБ, 1 кг",1.13,кг,1.0,1.99,2.25
edostavka,Check-000050.pdf,2025-10-25 21:34:33,"Батон нарез.""ДЛЯ ВАШЕЙ СЕМЬИ""(в/с)240г",1.0,г,240.0,1.19,1.19
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Яблоко ""ПРИМА РУЖ"" (Молдова) 1 кг",2.106,кг,1.0,5.99,12.61
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,3.11,12.44
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Готовый зав.""ВИТЬБА""(ракуш,шок.глаз)400г",2.0,г,400.0,6.19,12.38
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Виноград зеленый 1кг,1.617,кг,1.0,7.49,12.11
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Мандарин, 1кг",1.229,кг,1.0,8.83,10.85
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Йогурт""TEOS""2%(греческ,черника)250г",4.0,г,250.0,2.68,10.72
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Макароны 450г,2.0,г,450.0,4.73,9.46
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",3.0,л,1.0,3.05,9.15
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Мандарин""НАДАРКОТ""1кг",1.193,кг,1.0,7.57,9.03
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Напиток к/м""EXP.BIO- SKYR""(дыня)0.5кг",2.0,кг,0.5,4.49,8.98
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Напиток к/м""EXP.NORM-PRO""(виш- чер)0.5кг",3.0,кг,0.5,2.99,8.97
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Сыр плавленый 55% 180г,3.0,г,180.0,2.95,8.85
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Напиток к/м""EXP.HIGH- PRO""(мал/бан)0.25кг",2.0,кг,0.25,4.39,8.78
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Томат 1 кг,0.951,кг,1.0,8.79,8.36
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Мандарин 1 кг,1.357,кг,1.0,5.59,7.59
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Сыр Моцарелла 45% 250г,1.0,г,250.0,7.49,7.49
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Сельдь""МАТИАС""(филе,делик,отборн)300г",1.0,г,300.0,7.09,7.09
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",4.0,г,140.0,1.69,6.76
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.69,6.76
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Напиток к/м""EXP.NORM-PRO""(перс- абр)0.5кг",2.0,кг,0.5,2.99,5.98
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Банан 1кг,1.196,кг,1.0,4.99,5.97
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Груша""КОМИС""1кг",0.996,кг,1.0,5.79,5.77
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Масло сл/сл""СЛАВ.ТРАДИЦИИ""82.5%,180г",1.0,г,180.0,5.61,5.61
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Яблоко ""ЛИГОЛЬ"" РБ 1кг",1.187,кг,1.0,4.49,5.33
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Готовый зав.""ХРУТКА""(шоколад)210г",1.0,г,210.0,5.25,5.25
edostavka,Check-000051.pdf,2025-11-06 18:05:08,Гранат 1 кг,0.461,кг,1.0,10.99,5.07
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Картофель (для варки,шт)3кг",1.0,кг,3.0,4.79,4.79
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Готовый зав.""ВИТЬБА""(ракуш,шок.глаз)250г",1.0,г,250.0,4.45,4.45
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Напиток к/м""EXP.HIGH- PRO""(лим.чиз)0.25кг",1.0,кг,0.25,4.39,4.39
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Сметана ""ЗДРАВУШКА""24% (пленка)400г",1.0,г,400.0,4.06,4.06
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Йогурт""TEOS""2%(греческ,клубник,стак)140г",2.0,г,140.0,1.69,3.38
edostavka,Check-000051.pdf,2025-11-06 18:05:08,"Батон нарез.""ДЛЯ ВАШЕЙ СЕМЬИ""(в/с)240г",1.0,г,240.0,1.21,1.21
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Сардельки""РИМСКИЕ""(в/с,цб,в/у)390г",2.0,г,390.0,6.73,13.46
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Филе большое цыпленка бройлера охлажденное ""ПЕТРУХА""(фасованое)850г",1.0,г,850.0,13.17,13.17
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",4.0,л,1.0,3.05,12.2
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Яйцо куриное ""OMEGGA"" (С-1, 10шт)",3.0,шт,10.0,3.93,11.79
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Масло сл/сл""СЛАВ.ТРАДИЦИИ""82.5%,180г",2.0,г,180.0,5.61,11.22
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Бекон св.""КЛАССИЧЕСКИЙ""(с/к)300г",1.0,г,300.0,10.29,10.29
edostavka,Check-000052.pdf,2025-11-16 22:46:41,Груша свежая РБ 1 кг,1.619,кг,1.0,5.65,9.15
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Мандарин, 1кг",1.103,кг,1.0,7.99,8.81
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Напиток к/м""EXP.HIGH- PRO""(мал/бан)0.25кг",2.0,кг,0.25,4.39,8.78
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Напиток к/м""EXP.HIGH- PRO""(лим.чиз)0.25кг",2.0,кг,0.25,4.39,8.78
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Хурма ""ШАРОН"" (Испания/Испания) 1 кг",0.998,кг,1.0,8.59,8.57
edostavka,Check-000052.pdf,2025-11-16 22:46:41,Майонез 400мл,2.394,л,0.4,3.49,8.36
edostavka,Check-000052.pdf,2025-11-16 22:46:41,Мандарин 1 кг,1.362,кг,1.0,5.99,8.16
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Тыква""КРАУН ПРИНЦ""(Беларусь)1кг",3.124,кг,1.0,2.59,8.09
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Грудинка в/к""ПРЕМИУМ""(мс,ивак)Остан 150г",1.0,г,150.0,7.29,7.29
edostavka,Check-000052.pdf,2025-11-16 22:46:41,Томат (Беларусь)1кг,0.954,кг,1.0,7.56,7.21
edostavka,Check-000052.pdf,2025-11-16 22:46:41,"Огурец колючий, 1 кг",0.862,кг,1.0,8.09,6.97
