Магазин,Файл,Дата заказа,Товар,Количество,Единица,Вес единицы,Цена за единицу (BYN),Итого (BYN)
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.82.5% 180Г,1.0,г,180.0,5.16,5.16
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.82.5% 180Г,1.0,г,180.0,5.16,5.16
sosedi,Check-000022.html,2026-03-16 10:35:45,КЕТЧУП ХАЙНЦ Д/ГРИЛЯ/ШАШЛЫКА 320Г,1.0,г,320.0,4.59,4.59
sosedi,Check-000022.html,2026-03-16 10:35:45,Сметана 25% 400г,1.0,г,400.0,4.2,4.2
sosedi,Check-000022.html,2026-03-16 10:35:45,Печенье овсяное 200г,2.0,г,200.0,1.89,3.78
sosedi,Check-000022.html,2026-03-16 10:35:45,Соль поваренная 1кг,2.735,кг,1.0,0.99,2.71
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ БЕЛЛАКТ 2.9% ЧЕРНИКА 380Г,1.0,г,380.0,2.21,2.21
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ БЕЛЛАКТ 2.9% КЛУБНИКА 380Г,1.0,г,380.0,2.21,2.21
sosedi,Check-000022.html,2026-03-16 10:35:45,БАТОН ДЛЯ ВАШЕЙ СЕМЬИ В/С УПАК.НАР.500Г,1.0,г,500.0,1.98,1.98
sosedi,Check-000022.html,2026-03-16 10:35:45,Мармелад жевательный 150г,1.0,г,150.0,1.89,1.89
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ ГРЕЧ.ТЕОС 2% ЗЛАК/КЛ.ЛЬНА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ ГРЕЧ.ТЕОС 2% ВИШНЯ 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ ГРЕЧ.ТЕОС 2% ЗЛАК/КЛ.ЛЬНА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ ГРЕЧ.ТЕОС 2% ВИШНЯ 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ ГРЕЧ.ТЕОС 2% ВИШНЯ 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000022.html,2026-03-16 10:35:45,[М] ЙОГУРТ ГРЕЧ.ТЕОС 2% ВИШНЯ 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000023.html,2026-03-11 11:55:32,СЫРОК ГЛ.МОЛОЧНАЯ СТРАНА 23% КАКАО 45Г,8.0,г,45.0,0.99,7.92
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.43,5.43
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.43,5.43
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.43,5.43
sosedi,Check-000023.html,2026-03-11 11:55:32,НАПИТОК К/М ЭКСП.ХАЙ ПРО КЛУБ/ЗЕМЛ.250Г,1.0,г,250.0,4.79,4.79
sosedi,Check-000023.html,2026-03-11 11:55:32,ЙОГУРТ ГРЕЧ.ТЕОС 2% ВИШНЯ 140Г,3.0,г,140.0,1.55,4.65
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.72.5% 180Г,1.0,г,180.0,4.6,4.6
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.72.5% 180Г,1.0,г,180.0,4.6,4.6
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.72.5% 180Г,1.0,г,180.0,4.6,4.6
sosedi,Check-000023.html,2026-03-11 11:55:32,Хлеб пшеничный 400г,3.0,г,400.0,1.19,3.57
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] МОЛОКО ОТБОРНОЕ 3.4-6% ПЭТ 0.93Л,1.0,л,0.93,2.88,2.88
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] МОЛОКО ОТБОРНОЕ 3.4-6% ПЭТ 0.93Л,1.0,л,0.93,2.88,2.88
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] МОЛОКО ОТБОРНОЕ 3.4-6% ПЭТ 0.93Л,1.0,л,0.93,2.88,2.88
sosedi,Check-000023.html,2026-03-11 11:55:32,[М] МОЛОКО ОТБОРНОЕ 3.4-6% ПЭТ 0.93Л,1.0,л,0.93,2.88,2.88
sosedi,Check-000023.html,2026-03-11 11:55:32,БАТОН ДЛЯ ВАШЕЙ СЕМЬИ В/С УПАК.НАР.500Г,1.0,г,500.0,1.98,1.98
sosedi,Check-000023.html,2026-03-11 11:55:32,ЙОГУРТ ГРЕЧ.ТЕОС 2% ЗЛАК/КЛ.ЛЬНА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000023.html,2026-03-11 11:55:32,ЙОГУРТ ГРЕЧ.ТЕОС 2% ЧЕРНИКА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000023.html,2026-03-11 11:55:32,ЙОГУРТ ГРЕЧ.ТЕОС 2% ЧЕРНИКА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000023.html,2026-03-11 11:55:32,СЫРОК ГЛ.МОЛ.СТРАНА С КОРИЦЕЙ 23% 45Г,1.0,г,45.0,1.12,1.12
sosedi,Check-000023.html,2026-03-11 11:55:32,ПАКЕТ МАЙКА СОСЕДИ БОЛЬШОЙ,1.0,,,0.59,0.59
sosedi,Check-000024.html,2026-03-08 12:02:20,ИЗД.КУЛ.САЛАТ ЦЕЗАРЬ С КУР.200Г,1.0,г,200.0,6.49,6.49
sosedi,Check-000024.html,2026-03-08 12:02:20,НАПИТОК К/М ЭКСПОН.ХАЙ-ПРО ЛИМ.ЧИЗК.250Г,1.0,г,250.0,4.49,4.49
sosedi,Check-000024.html,2026-03-08 12:02:20,НАПИТОК К/М ЭКСПОН.ХАЙ-ПРО ЛИМ.ЧИЗК.250Г,1.0,г,250.0,4.49,4.49
sosedi,Check-000024.html,2026-03-08 12:02:20,[М] НАПИТОК К/М ЭКСП.ХАЙ ПРО КЛУБ/АРБ.250Г,1.0,г,250.0,4.49,4.49
sosedi,Check-000024.html,2026-03-08 12:02:20,[М] НАПИТОК К/М ЭКСП.ХАЙ ПРО КЛУБ/АРБ.250Г,1.0,г,250.0,4.49,4.49
sosedi,Check-000024.html,2026-03-08 12:02:20,БЛИНЧИКИ БАБУШКА АНЯ С ТВОРОГОМ 360Г,1.0,г,360.0,4.29,4.29
sosedi,Check-000024.html,2026-03-08 12:02:20,БЛИНЧИКИ БАБУШКА АНЯ С ТВОРОГОМ 360Г,1.0,г,360.0,4.29,4.29
sosedi,Check-000024.html,2026-03-08 12:02:20,БЛОКНОТ А4 ШАРЫ ВОЗД.В КЛЕТКУ 60Л.,1.0,,,3.99,3.99
sosedi,Check-000024.html,2026-03-08 12:02:20,ЯЙЦО КУР.СУСЕДСКИ МАЕНТАК ЦВ.С-1 10ШТ,1.0,шт,10.0,3.69,3.69
sosedi,Check-000024.html,2026-03-08 12:02:20,ЯЙЦО КУР.СУСЕДСКИ МАЕНТАК ЦВ.С-1 10ШТ,1.0,шт,10.0,3.69,3.69
sosedi,Check-000024.html,2026-03-08 12:02:20,Морс клюквенный 0.5л,1.282,л,0.5,2.49,3.19
sosedi,Check-000024.html,2026-03-08 12:02:20,Сок томатный 1л,0.841,л,1.0,3.49,2.94
sosedi,Check-000024.html,2026-03-08 12:02:20,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000024.html,2026-03-08 12:02:20,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000024.html,2026-03-08 12:02:20,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000024.html,2026-03-08 12:02:20,[М] ЙОГУРТ БЕЛЛАКТ 2.9% КЛУБНИКА 380Г,1.0,г,380.0,2.21,2.21
sosedi,Check-000024.html,2026-03-08 12:02:20,[М] ЙОГУРТ БЕЛЛАКТ 2.9% БАНАН 380Г,1.0,г,380.0,2.18,2.18
sosedi,Check-000024.html,2026-03-08 12:02:20,Свекла 1кг,0.539,кг,1.0,1.75,0.94
sosedi,Check-000024.html,2026-03-08 12:02:20,ПАКЕТ МАЙКА ЛЮБИМКИ БОЛЬШОЙ,1.0,,,0.59,0.59
sosedi,Check-000025.html,2026-03-08 11:44:49,БАНАН 1КГ,0.788,,1.0,5.69,4.48
sosedi,Check-000025.html,2026-03-08 11:44:49,ПАКЕТ МАЙКА ЛЮБИМКИ БОЛЬШОЙ,1.0,,,0.59,0.59
sosedi,Check-000026.html,2026-03-07 15:10:46,П/Ф КОЛБАСКИ БАВАРС.С ТМИН.ФАС.ОХЛ.530Г,1.0,г,530.0,6.99,6.99
sosedi,Check-000026.html,2026-03-07 15:10:46,П/Ф КОЛБ.БАРБЕКЮ ФАС.ОХЛ.530Г ПР.ЦЕХ,1.0,г,530.0,6.99,6.99
sosedi,Check-000026.html,2026-03-07 15:10:46,Хурма 1кг,0.783,кг,1.0,6.99,5.47
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.72.5% 180Г,1.0,г,180.0,4.6,4.6
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.72.5% 180Г,1.0,г,180.0,4.6,4.6
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] МАСЛО СЛ/СЛ.СЛАВЯНСКИЕ ТРАДИЦ.72.5% 180Г,1.0,г,180.0,4.6,4.6
sosedi,Check-000026.html,2026-03-07 15:10:46,ЯЙЦО КУР.С1 ЦВ.ЙОДОСЕЛ.КАРТ.10ШТ,1.0,,,4.18,4.18
sosedi,Check-000026.html,2026-03-07 15:10:46,Чай зеленый 50г,1.0,г,50.0,3.99,3.99
sosedi,Check-000026.html,2026-03-07 15:10:46,Вода газированная 1.5л,1.977,л,1.5,1.69,3.34
sosedi,Check-000026.html,2026-03-07 15:10:46,САЛАТ МОРКОВЬ ПО-КОРЕЙС.УМНЫЙ ВЫБОР 380Г,1.0,г,380.0,2.95,2.95
sosedi,Check-000026.html,2026-03-07 15:10:46,Творог 18% 200г,1.0,г,200.0,2.89,2.89
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] ЙОГУРТ БЕЛЛАКТ 2.9% ЧЕРНИКА 380Г,1.0,г,380.0,2.21,2.21
sosedi,Check-000026.html,2026-03-07 15:10:46,[М] ЙОГУРТ БЕЛЛАКТ 2.9% БАНАН 380Г,1.0,г,380.0,2.18,2.18
sosedi,Check-000026.html,2026-03-07 15:10:46,БАТОН ДЛЯ ВАШЕЙ СЕМЬИ В/С УПАК.НАР.500Г,1.0,г,500.0,1.98,1.98
sosedi,Check-000026.html,2026-03-07 15:10:46,ЙОГУРТ ГРЕЧ.ТЕОС 2% ЗЛАК/КЛ.ЛЬНА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000026.html,2026-03-07 15:10:46,ЙОГУРТ ГРЕЧ.ТЕОС 2% ЗЛАК/КЛ.ЛЬНА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000026.html,2026-03-07 15:10:46,ЙОГУРТ ГРЕЧ.ТЕОС 2% ЗЛАК/КЛ.ЛЬНА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000026.html,2026-03-07 15:10:46,ЙОГУРТ ГРЕЧ.ТЕОС 2% ЗЛАК/КЛ.ЛЬНА 140Г,1.0,г,140.0,1.55,1.55
sosedi,Check-000026.html,2026-03-07 15:10:46,ПЕЧЕНЬЕ СЛОДЫЧ БЕЛОРУССКИЕ УЗОРЫ 100Г,1.0,г,100.0,1.14,1.14
sosedi,Check-000026.html,2026-03-07 15:10:46,ПЕЧЕНЬЕ СЛОДЫЧ МАЛИНОВЫЙ 100Г,1.0,г,100.0,1.14,1.14
sosedi,Check-000026.html,2026-03-07 15:10:46,ПЕЧЕНЬЕ СЛОДЫЧ БЕЛОРУССКИЕ УЗОРЫ 100Г,1.0,г,100.0,1.14,1.14
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000027.html,2026-03-05 11:46:31,НАПИТОК К/М ЭКСПОН.БЕЗЛ.АНАН/КОК.500Г,1.0,г,500.0,4.79,4.79
sosedi,Check-000027.html,2026-03-05 11:46:31,НАПИТОК К/М ЭКСПОН.БЕЗЛ.АНАН/КОК.500Г,1.0,г,500.0,4.79,4.79
sosedi,Check-000027.html,2026-03-05 11:46:31,НАПИТОК К/М ЭКСП.ХАЙ ПРО КЛУБ/ЗЕМЛ.250Г,1.0,г,250.0,4.79,4.79
sosedi,Check-000027.html,2026-03-05 11:46:31,НАПИТОК К/М ЭКСП.ХАЙ ПРО КЛУБ/ЗЕМЛ.250Г,1.0,г,250.0,4.79,4.79
sosedi,Check-000027.html,2026-03-05 11:46:31,НАПИТОК К/М ЭКСПОН.БЕЗЛ.АНАН/КОК.500Г,1.0,г,500.0,4.79,4.79
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] НАПИТОК К/М ЭКСП.ХАЙ ПРО КЛУБ/АРБ.250Г,1.0,г,250.0,4.49,4.49
sosedi,Check-000027.html,2026-03-05 11:46:31,Капуста белокочанная 1кг,2.428,кг,1.0,1.59,3.86
sosedi,Check-000027.html,2026-03-05 11:46:31,Лимонад 0.5л,1.926,л,0.5,1.99,3.83
sosedi,Check-000027.html,2026-03-05 11:46:31,ЯЙЦО КУР.СУСЕДСКИ МАЕНТАК ЦВ.С-1 10ШТ,1.0,шт,10.0,3.69,3.69
sosedi,Check-000027.html,2026-03-05 11:46:31,ЯЙЦО КУР.СУСЕДСКИ МАЕНТАК ЦВ.С-1 10ШТ,1.0,шт,10.0,3.69,3.69
sosedi,Check-000027.html,2026-03-05 11:46:31,ЯЙЦО КУР.СУСЕДСКИ МАЕНТАК ЦВ.С-1 10ШТ,1.0,шт,10.0,3.69,3.69
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОЛОКО УЛЬТР.СЛАВ.ТРАДИЦИИ 3.2% ПЭТ 0.9Л,1.0,л,0.9,2.38,2.38
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОРОЖЕНОЕ БЕЛЫЙ ПОЛЮС ПЛОМБИР ШОК.75Г,1.0,г,75.0,2.1,2.1
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОРОЖЕНОЕ БЕЛЫЙ ПОЛЮС ПЛОМБИР ШОК.75Г,1.0,г,75.0,2.1,2.1
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОРОЖЕНОЕ БЕЛЫЙ ПОЛЮС ПЛОМБИР ШОК.75Г,1.0,г,75.0,2.1,2.1
sosedi,Check-000027.html,2026-03-05 11:46:31,БАТОН ДЛЯ ВАШЕЙ СЕМЬИ В/С УПАК.НАР.500Г,1.0,г,500.0,1.98,1.98
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОРОЖЕНОЕ СОЛЕТТО АРОМ.ФИСТ/МАРЦ.75Г,1.0,г,75.0,1.82,1.82
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОРОЖЕНОЕ БЕЛЫЙ ПОЛЮС КЛАССИЧЕСКИЙ 70Г,1.0,г,70.0,1.59,1.59
sosedi,Check-000027.html,2026-03-05 11:46:31,[М] МОРОЖЕНОЕ БР-ЛИТ.ПЛОМБ.СТ.ВАН.75Г,1.0,г,75.0,1.54,1.54
sosedi,Check-000028.html,2026-02-23 11:21:19,Грейпфрут красный 1кг,1.464,кг,1.0,7.27,10.64
sosedi,Check-000028.html,2026-02-23 11:21:19,ЯБЛОКО ПРИНЦ 1КГ,2.512,,1.0,3.85,9.67
sosedi,Check-000028.html,2026-02-23 11:21:19,СЫРОК ГЛ.ВЕСЕЛЫЕ ВНУЧАТА 23% КАКАО 45Г,8.0,г,45.0,0.95,7.6
sosedi,Check-000028.html,2026-02-23 11:21:19,СЛОЙКА С ВИШНЕВОЙ НАЧИНКОЙ 80Г,5.0,г,80.0,1.49,7.45
sosedi,Check-000028.html,2026-02-23 11:21:19,Сардельки 390г,1.0,г,390.0,6.73,6.73
sosedi,Check-000028.html,2026-02-23 11:21:19,БАНАН 1КГ,1.164,,1.0,5.49,6.39
sosedi,Check-000028.html,2026-02-23 11:21:19,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000028.html,2026-02-23 11:21:19,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000028.html,2026-02-23 11:21:19,ПЕЧЕНЬЕ СЛОДЫЧ МАРИЭРТА 430Г,1.0,г,430.0,5.41,5.41
sosedi,Check-000028.html,2026-02-23 11:21:19,[М] СЫР БРЕСТ-ЛИТОВСК МААСДАМ 45% ФАС.200Г,1.0,г,200.0,5.41,5.41
sosedi,Check-000028.html,2026-02-23 11:21:19,ХЛОПЬЯ ЗОЛОТИСТЫЕ 330Г,1.0,г,330.0,4.08,4.08
sosedi,Check-000028.html,2026-02-23 11:21:19,ХЛОПЬЯ ЗОЛОТИСТЫЕ 330Г,1.0,г,330.0,4.08,4.08
sosedi,Check-000028.html,2026-02-23 11:21:19,ЯЙЦО КУР.ОМЕГГА3 С-1 ФАС.10ШТ,1.0,,,3.71,3.71
sosedi,Check-000028.html,2026-02-23 11:21:19,ЯЙЦО КУР.ОМЕГГА3 С-1 ФАС.10ШТ,1.0,,,3.71,3.71
sosedi,Check-000028.html,2026-02-23 11:21:19,[М] МОЛОКО ОТБОРНОЕ 3.4-6% ПЭТ 0.93Л,1.0,л,0.93,2.88,2.88
sosedi,Check-000028.html,2026-02-23 11:21:19,[М] МОЛОКО ОТБОРНОЕ 3.4-6% ПЭТ 0.93Л,1.0,л,0.93,2.88,2.88
sosedi,Check-000028.html,2026-02-23 11:21:19,[М] МОЛОКО ОТБОРНОЕ 3.4-6% ПЭТ 0.93Л,1.0,л,0.93,2.88,2.88
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,2.92,11.68
edostavka,Check-000029.pdf,2025-05-16 23:18:19,Лапша яичная 400г,3.0,г,400.0,3.89,11.67
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Яйцо куриное (С-1,цв, х10)Оршанская ПФ",3.0,шт,,3.7,11.1
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Колбаса с/в""ПАРМА""(м/пт,порц,сал)180г",1.0,г,180.0,10.69,10.69
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Йогурт""TEOS""2%(греческ,черника)250г",3.0,г,250.0,2.64,7.92
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Салат""АЙСБЕРГ""1кг",0.869,кг,1.0,8.99,7.81
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Колбаса с/в""ПРАЖСКАЯ""(экс,игаз,мб)180г",1.0,г,180.0,7.35,7.35
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.65,6.6
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",4.0,г,140.0,1.65,6.6
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Сырок тв.гл.""БАБ.КРЫНКА""23%(как/ван)45г",6.0,г,45.0,1.0,6.0
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Вареники""БАБУШКА АНЯ""(с творогом)430г",1.0,г,430.0,5.15,5.15
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Мак.изд""PASTA ZARA"" (№80,в/с) 500г",1.0,г,500.0,4.51,4.51
edostavka,Check-000029.pdf,2025-05-16 23:18:19,"Сырок тв.гл.""МОЛ.СТРАНА""23%(ваниль)45г",1.0,г,45.0,1.0,1.0
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,2.92,11.68
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Пастила фруктовая 200г,4.0,г,200.0,2.89,11.56
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Йогурт""TEOS""2%(греческ,черника)250г",4.0,г,250.0,2.64,10.56
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Вареники""БАБУШКА АНЯ""(с творогом)430г",2.0,г,430.0,5.15,10.3
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",3.0,л,1.0,3.04,9.12
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Перец оранжевый 1кг,0.745,кг,1.0,10.43,7.77
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Творог зерненый 5% 200г,3.0,г,200.0,2.55,7.65
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Колбаса с/в""МИЛ.ЭКСТ""(экс,игаз,мб)180г",1.0,г,180.0,7.59,7.59
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Редис красный (Беларусь)1кг,1.082,кг,1.0,6.99,7.56
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Колбаса с/в""БИРОБИДЖАН""(экс,игаз,мб)180г",1.0,г,180.0,7.55,7.55
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Колбаса с/в""ПРАЖСКАЯ""(экс,игаз,мб)180г",1.0,г,180.0,7.45,7.45
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Колбаса вар.""С ТЕЛЯТИНОЙ""(в/с,мс,мб)650г",1.0,г,650.0,7.38,7.38
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Томат сливка (Беларусь)1кг,0.959,кг,1.0,6.97,6.68
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Йогурт""TEOS""2%(греческ,манг/чиа)140г",4.0,г,140.0,1.65,6.6
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Йогурт""TEOS""2%(греческ,вишня,стак)140г",4.0,г,140.0,1.65,6.6
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Ряженка 4% 0.93л,2.152,л,0.93,2.85,6.13
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Томат (Беларусь)1кг,0.956,кг,1.0,6.29,6.01
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Колбаса вар.""МОРТАДЕЛЛА""(в/с,мб)400г",1.0,г,400.0,4.6,4.6
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Мак.изд""PASTA ZARA"" (№80,в/с) 500г",1.0,г,500.0,4.53,4.53
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Сырок тв.гл.""МОЛ.СТРАНА""23%(ваниль)45г",4.0,г,45.0,1.0,4.0
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Батон нарезной 240г,3.0,г,240.0,1.21,3.63
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Соль""ЭКОЛАЙН""(морская new,помол №1)1кг",1.0,кг,1.0,3.05,3.05
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Дрожжи сухие""ИЗУМИНКА""11г",3.0,г,11.0,0.97,2.91
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Сахар-песок (фасованный)Городея 1кг,1.0,кг,1.0,2.69,2.69
edostavka,Check-000030.pdf,2025-05-22 23:35:18,"Укроп""ЭКОФОЛ ФХ""(свежий)60г",1.0,г,60.0,1.99,1.99
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Творожок детский 100г,1.0,г,100.0,1.06,1.06
edostavka,Check-000030.pdf,2025-05-22 23:35:18,Вода газированная 1.5л,0.464,л,1.5,1.69,0.78
edostavka,Check-000031.pdf,2025-06-05 07:56:35,"Молоко""ЗДРАВУШКА""3.2%(стер,ТБА)1л",4.0,л,1.0,3.04,12.16
edostavka,Check-000031.pdf,2025-06-05 07:56:35,"Молоко""ЗДРАВУШКА""3.4- 6%(паст,ПЭТ)0.93 л",4.0,л,0.93,2.92,11.68
edostavka,Check-000031.pdf,2025-06-05 07:56:35,"Шоколад""СПАРТАК""(dark горьк,с фундук)90г",2.0,г,90.0,5.41,10.82
edostavka,Check-000031.pdf,2025-06-05 07:56:35,"Салат ""ГРИБЫ ШИИТАКЕ С МОРКОВЬЮ"" 150г",2.0,г,150.0,5.19,10.38
edostavka,Check-000031.pdf,2025-06-05 07:56:35,Картофель (мытый)1кг,2.478,кг,1.0,3.99,9.89
edostavka,Check-000031.pdf,2025-06-05 07:56:35,"Бумага туал.""PAPIA""(балий.цвет,3сл)8рул",1.0,л,,9.89,9.89
